"","cve","nombre","CVE","NOM_MUN"
"1","01005","Jesús María","01011","San Francisco de los Romo"
"2","01005","Jesús María","01001","Aguascalientes"
"3","01005","Jesús María","01008","San José de Gracia"
"4","01005","Jesús María","01003","Calvillo"
"5","01005","Jesús María","01006","Pabellón de Arteaga"
"6","01011","San Francisco de los Romo","01005","Jesús María"
"7","01011","San Francisco de los Romo","01001","Aguascalientes"
"8","01011","San Francisco de los Romo","01002","Asientos"
"9","01011","San Francisco de los Romo","01006","Pabellón de Arteaga"
"10","01001","Aguascalientes","01005","Jesús María"
"11","01001","Aguascalientes","01011","San Francisco de los Romo"
"12","01001","Aguascalientes","01002","Asientos"
"13","01001","Aguascalientes","01003","Calvillo"
"14","01001","Aguascalientes","01010","El Llano"
"15","01001","Aguascalientes","14035","Encarnación de Díaz"
"16","01001","Aguascalientes","14053","Lagos de Moreno"
"17","01001","Aguascalientes","14091","Teocaltiche"
"18","01001","Aguascalientes","14116","Villa Hidalgo"
"19","01008","San José de Gracia","01005","Jesús María"
"20","01008","San José de Gracia","01007","Rincón de Romos"
"21","01008","San José de Gracia","01003","Calvillo"
"22","01008","San José de Gracia","01006","Pabellón de Arteaga"
"23","01008","San José de Gracia","32055","Villanueva"
"24","01008","San José de Gracia","32012","Genaro Codina"
"25","01007","Rincón de Romos","01008","San José de Gracia"
"26","01007","Rincón de Romos","01009","Tepezalá"
"27","01007","Rincón de Romos","01004","Cosío"
"28","01007","Rincón de Romos","01006","Pabellón de Arteaga"
"29","01007","Rincón de Romos","32025","Luis Moya"
"30","01007","Rincón de Romos","32012","Genaro Codina"
"31","01007","Rincón de Romos","32008","Cuauhtémoc"
"32","01009","Tepezalá","01007","Rincón de Romos"
"33","01009","Tepezalá","01002","Asientos"
"34","01009","Tepezalá","01006","Pabellón de Arteaga"
"35","01009","Tepezalá","32025","Luis Moya"
"36","01009","Tepezalá","32024","Loreto"
"37","01004","Cosío","01007","Rincón de Romos"
"38","01004","Cosío","32025","Luis Moya"
"39","01004","Cosío","32008","Cuauhtémoc"
"40","01002","Asientos","01011","San Francisco de los Romo"
"41","01002","Asientos","01001","Aguascalientes"
"42","01002","Asientos","01009","Tepezalá"
"43","01002","Asientos","01010","El Llano"
"44","01002","Asientos","01006","Pabellón de Arteaga"
"45","01002","Asientos","14064","Ojuelos de Jalisco"
"46","01002","Asientos","32052","Villa García"
"47","01002","Asientos","32024","Loreto"
"48","01003","Calvillo","01005","Jesús María"
"49","01003","Calvillo","01001","Aguascalientes"
"50","01003","Calvillo","01008","San José de Gracia"
"51","01003","Calvillo","14116","Villa Hidalgo"
"52","01003","Calvillo","32044","Tabasco"
"53","01003","Calvillo","32018","Huanusco"
"54","01003","Calvillo","32055","Villanueva"
"55","01010","El Llano","01001","Aguascalientes"
"56","01010","El Llano","01002","Asientos"
"57","01010","El Llano","14053","Lagos de Moreno"
"58","01010","El Llano","14064","Ojuelos de Jalisco"
"59","01006","Pabellón de Arteaga","01005","Jesús María"
"60","01006","Pabellón de Arteaga","01011","San Francisco de los Romo"
"61","01006","Pabellón de Arteaga","01008","San José de Gracia"
"62","01006","Pabellón de Arteaga","01007","Rincón de Romos"
"63","01006","Pabellón de Arteaga","01009","Tepezalá"
"64","01006","Pabellón de Arteaga","01002","Asientos"
"65","15001","Acambay de Ruíz Castañeda","15003","Aculco"
"66","15001","Acambay de Ruíz Castañeda","15014","Atlacomulco"
"67","15001","Acambay de Ruíz Castañeda","15085","Temascalcingo"
"68","15001","Acambay de Ruíz Castañeda","15102","Timilpan"
"69","15001","Acambay de Ruíz Castañeda","22001","Amealco de Bonfil"
"70","15003","Aculco","15001","Acambay de Ruíz Castañeda"
"71","15003","Aculco","15045","Jilotepec"
"72","15003","Aculco","15071","Polotitlán"
"73","15003","Aculco","15102","Timilpan"
"74","15003","Aculco","22016","San Juan del Río"
"75","15003","Aculco","22001","Amealco de Bonfil"
"76","15004","Almoloya de Alquisiras","15021","Coatepec Harinas"
"77","15004","Almoloya de Alquisiras","15080","Sultepec"
"78","15004","Almoloya de Alquisiras","15097","Texcaltitlán"
"79","15004","Almoloya de Alquisiras","15117","Zacualpan"
"80","15005","Almoloya de Juárez","15007","Amanalco"
"81","15005","Almoloya de Juárez","15042","Ixtlahuaca"
"82","15005","Almoloya de Juárez","15074","San Felipe del Progreso"
"83","15005","Almoloya de Juárez","15087","Temoaya"
"84","15005","Almoloya de Juárez","15106","Toluca"
"85","15005","Almoloya de Juárez","15114","Villa Victoria"
"86","15005","Almoloya de Juárez","15118","Zinacantepec"
"87","15006","Almoloya del Río","15012","Atizapán"
"88","15006","Almoloya del Río","15073","San Antonio la Isla"
"89","15006","Almoloya del Río","15098","Texcalyacac"
"90","15006","Almoloya del Río","15101","Tianguistenco"
"91","15007","Amanalco","15005","Almoloya de Juárez"
"92","15007","Amanalco","15032","Donato Guerra"
"93","15007","Amanalco","15086","Temascaltepec"
"94","15007","Amanalco","15110","Valle de Bravo"
"95","15007","Amanalco","15111","Villa de Allende"
"96","15007","Amanalco","15114","Villa Victoria"
"97","15007","Amanalco","15118","Zinacantepec"
"98","15008","Amatepec","15080","Sultepec"
"99","15008","Amatepec","15082","Tejupilco"
"100","15008","Amatepec","15105","Tlatlaya"
"101","15008","Amatepec","12058","Teloloapan"
"102","15008","Amatepec","12027","Cutzamala de Pinzón"
"103","15008","Amatepec","12064","Tlalchapa"
"104","15012","Atizapán","15006","Almoloya del Río"
"105","15012","Atizapán","15073","San Antonio la Isla"
"106","15012","Atizapán","15101","Tianguistenco"
"107","15014","Atlacomulco","15001","Acambay de Ruíz Castañeda"
"108","15014","Atlacomulco","15048","Jocotitlán"
"109","15014","Atlacomulco","15056","Morelos"
"110","15014","Atlacomulco","15085","Temascalcingo"
"111","15014","Atlacomulco","15102","Timilpan"
"112","15018","Calimaya","15027","Chapultepec"
"113","15018","Calimaya","15054","Metepec"
"114","15018","Calimaya","15055","Mexicaltzingo"
"115","15018","Calimaya","15072","Rayón"
"116","15018","Calimaya","15073","San Antonio la Isla"
"117","15018","Calimaya","15090","Tenango del Valle"
"118","15018","Calimaya","15101","Tianguistenco"
"119","15018","Calimaya","15106","Toluca"
"120","15019","Capulhuac","15051","Lerma"
"121","15019","Capulhuac","15062","Ocoyoacac"
"122","15019","Capulhuac","15101","Tianguistenco"
"123","15021","Coatepec Harinas","15004","Almoloya de Alquisiras"
"124","15021","Coatepec Harinas","15040","Ixtapan de la Sal"
"125","15021","Coatepec Harinas","15086","Temascaltepec"
"126","15021","Coatepec Harinas","15090","Tenango del Valle"
"127","15021","Coatepec Harinas","15097","Texcaltitlán"
"128","15021","Coatepec Harinas","15113","Villa Guerrero"
"129","15021","Coatepec Harinas","15117","Zacualpan"
"130","15021","Coatepec Harinas","15118","Zinacantepec"
"131","15026","Chapa de Mota","15045","Jilotepec"
"132","15026","Chapa de Mota","15056","Morelos"
"133","15026","Chapa de Mota","15102","Timilpan"
"134","15026","Chapa de Mota","15112","Villa del Carbón"
"135","15026","Chapa de Mota","13063","Tepeji del Río de Ocampo"
"136","15027","Chapultepec","15018","Calimaya"
"137","15027","Chapultepec","15054","Metepec"
"138","15027","Chapultepec","15055","Mexicaltzingo"
"139","15027","Chapultepec","15101","Tianguistenco"
"140","15032","Donato Guerra","15007","Amanalco"
"141","15032","Donato Guerra","15041","Ixtapan del Oro"
"142","15032","Donato Guerra","15110","Valle de Bravo"
"143","15032","Donato Guerra","15111","Villa de Allende"
"144","15032","Donato Guerra","16112","Zitácuaro"
"145","15038","Isidro Fabela","15046","Jilotzingo"
"146","15038","Isidro Fabela","15060","Nicolás Romero"
"147","15038","Isidro Fabela","15067","Otzolotepec"
"148","15038","Isidro Fabela","15087","Temoaya"
"149","15038","Isidro Fabela","15013","Atizapán de Zaragoza"
"150","15040","Ixtapan de la Sal","15021","Coatepec Harinas"
"151","15040","Ixtapan de la Sal","15107","Tonatico"
"152","15040","Ixtapan de la Sal","15113","Villa Guerrero"
"153","15040","Ixtapan de la Sal","15117","Zacualpan"
"154","15040","Ixtapan de la Sal","15119","Zumpahuacán"
"155","15040","Ixtapan de la Sal","12049","Pilcaya"
"156","15041","Ixtapan del Oro","15032","Donato Guerra"
"157","15041","Ixtapan del Oro","15078","Santo Tomás"
"158","15041","Ixtapan del Oro","15110","Valle de Bravo"
"159","15041","Ixtapan del Oro","16081","Susupuato"
"160","15041","Ixtapan del Oro","16112","Zitácuaro"
"161","15042","Ixtlahuaca","15005","Almoloya de Juárez"
"162","15042","Ixtlahuaca","15047","Jiquipilco"
"163","15042","Ixtlahuaca","15048","Jocotitlán"
"164","15042","Ixtlahuaca","15074","San Felipe del Progreso"
"165","15042","Ixtlahuaca","15087","Temoaya"
"166","15043","Xalatlaco","15063","Ocuilan"
"167","15043","Xalatlaco","15101","Tianguistenco"
"168","15043","Xalatlaco","17009","Huitzilac"
"169","15043","Xalatlaco","09012","Tlalpan"
"170","15045","Jilotepec","15003","Aculco"
"171","15045","Jilotepec","15026","Chapa de Mota"
"172","15045","Jilotepec","15071","Polotitlán"
"173","15045","Jilotepec","15079","Soyaniquilpan de Juárez"
"174","15045","Jilotepec","15102","Timilpan"
"175","15045","Jilotepec","13044","Nopala de Villagrán"
"176","15045","Jilotepec","13017","Chapantongo"
"177","15045","Jilotepec","13063","Tepeji del Río de Ocampo"
"178","15045","Jilotepec","13076","Tula de Allende"
"179","15046","Jilotzingo","15038","Isidro Fabela"
"180","15046","Jilotzingo","15067","Otzolotepec"
"181","15046","Jilotzingo","15115","Xonacatlán"
"182","15046","Jilotzingo","15013","Atizapán de Zaragoza"
"183","15046","Jilotzingo","15057","Naucalpan de Juárez"
"184","15047","Jiquipilco","15042","Ixtlahuaca"
"185","15047","Jiquipilco","15048","Jocotitlán"
"186","15047","Jiquipilco","15056","Morelos"
"187","15047","Jiquipilco","15060","Nicolás Romero"
"188","15047","Jiquipilco","15087","Temoaya"
"189","15047","Jiquipilco","15112","Villa del Carbón"
"190","15048","Jocotitlán","15014","Atlacomulco"
"191","15048","Jocotitlán","15042","Ixtlahuaca"
"192","15048","Jocotitlán","15047","Jiquipilco"
"193","15048","Jocotitlán","15056","Morelos"
"194","15048","Jocotitlán","15064","El Oro"
"195","15048","Jocotitlán","15074","San Felipe del Progreso"
"196","15048","Jocotitlán","15085","Temascalcingo"
"197","15049","Joquicingo","15052","Malinalco"
"198","15049","Joquicingo","15063","Ocuilan"
"199","15049","Joquicingo","15088","Tenancingo"
"200","15049","Joquicingo","15090","Tenango del Valle"
"201","15049","Joquicingo","15098","Texcalyacac"
"202","15049","Joquicingo","15101","Tianguistenco"
"203","15051","Lerma","15019","Capulhuac"
"204","15051","Lerma","15054","Metepec"
"205","15051","Lerma","15062","Ocoyoacac"
"206","15051","Lerma","15067","Otzolotepec"
"207","15051","Lerma","15076","San Mateo Atenco"
"208","15051","Lerma","15101","Tianguistenco"
"209","15051","Lerma","15106","Toluca"
"210","15051","Lerma","15115","Xonacatlán"
"211","15051","Lerma","15037","Huixquilucan"
"212","15051","Lerma","15057","Naucalpan de Juárez"
"213","15052","Malinalco","15049","Joquicingo"
"214","15052","Malinalco","15063","Ocuilan"
"215","15052","Malinalco","15088","Tenancingo"
"216","15052","Malinalco","15119","Zumpahuacán"
"217","15052","Malinalco","17005","Coatlán del Río"
"218","15052","Malinalco","17015","Miacatlán"
"219","15054","Metepec","15018","Calimaya"
"220","15054","Metepec","15027","Chapultepec"
"221","15054","Metepec","15051","Lerma"
"222","15054","Metepec","15055","Mexicaltzingo"
"223","15054","Metepec","15076","San Mateo Atenco"
"224","15054","Metepec","15101","Tianguistenco"
"225","15054","Metepec","15106","Toluca"
"226","15055","Mexicaltzingo","15018","Calimaya"
"227","15055","Mexicaltzingo","15027","Chapultepec"
"228","15055","Mexicaltzingo","15054","Metepec"
"229","15056","Morelos","15014","Atlacomulco"
"230","15056","Morelos","15026","Chapa de Mota"
"231","15056","Morelos","15047","Jiquipilco"
"232","15056","Morelos","15048","Jocotitlán"
"233","15056","Morelos","15102","Timilpan"
"234","15056","Morelos","15112","Villa del Carbón"
"235","15060","Nicolás Romero","15038","Isidro Fabela"
"236","15060","Nicolás Romero","15047","Jiquipilco"
"237","15060","Nicolás Romero","15087","Temoaya"
"238","15060","Nicolás Romero","15095","Tepotzotlán"
"239","15060","Nicolás Romero","15112","Villa del Carbón"
"240","15060","Nicolás Romero","15013","Atizapán de Zaragoza"
"241","15060","Nicolás Romero","15121","Cuautitlán Izcalli"
"242","15062","Ocoyoacac","15019","Capulhuac"
"243","15062","Ocoyoacac","15051","Lerma"
"244","15062","Ocoyoacac","15101","Tianguistenco"
"245","15062","Ocoyoacac","15037","Huixquilucan"
"246","15062","Ocoyoacac","09012","Tlalpan"
"247","15062","Ocoyoacac","09008","La Magdalena Contreras"
"248","15062","Ocoyoacac","09010","Álvaro Obregón"
"249","15062","Ocoyoacac","09004","Cuajimalpa de Morelos"
"250","15063","Ocuilan","15043","Xalatlaco"
"251","15063","Ocuilan","15049","Joquicingo"
"252","15063","Ocuilan","15052","Malinalco"
"253","15063","Ocuilan","15088","Tenancingo"
"254","15063","Ocuilan","15101","Tianguistenco"
"255","15063","Ocuilan","17007","Cuernavaca"
"256","15063","Ocuilan","17009","Huitzilac"
"257","15063","Ocuilan","17015","Miacatlán"
"258","15064","El Oro","15048","Jocotitlán"
"259","15064","El Oro","15074","San Felipe del Progreso"
"260","15064","El Oro","15085","Temascalcingo"
"261","15064","El Oro","15124","San José del Rincón"
"262","15064","El Oro","16093","Tlalpujahua"
"263","15064","El Oro","16017","Contepec"
"264","15066","Otzoloapan","15078","Santo Tomás"
"265","15066","Otzoloapan","15086","Temascaltepec"
"266","15066","Otzoloapan","15110","Valle de Bravo"
"267","15066","Otzoloapan","15116","Zacazonapan"
"268","15066","Otzoloapan","15123","Luvianos"
"269","15066","Otzoloapan","16081","Susupuato"
"270","15067","Otzolotepec","15038","Isidro Fabela"
"271","15067","Otzolotepec","15046","Jilotzingo"
"272","15067","Otzolotepec","15051","Lerma"
"273","15067","Otzolotepec","15087","Temoaya"
"274","15067","Otzolotepec","15106","Toluca"
"275","15067","Otzolotepec","15115","Xonacatlán"
"276","15071","Polotitlán","15003","Aculco"
"277","15071","Polotitlán","15045","Jilotepec"
"278","15071","Polotitlán","13029","Huichapan"
"279","15071","Polotitlán","13044","Nopala de Villagrán"
"280","15071","Polotitlán","22016","San Juan del Río"
"281","15072","Rayón","15018","Calimaya"
"282","15072","Rayón","15073","San Antonio la Isla"
"283","15072","Rayón","15090","Tenango del Valle"
"284","15072","Rayón","15098","Texcalyacac"
"285","15073","San Antonio la Isla","15006","Almoloya del Río"
"286","15073","San Antonio la Isla","15012","Atizapán"
"287","15073","San Antonio la Isla","15018","Calimaya"
"288","15073","San Antonio la Isla","15072","Rayón"
"289","15073","San Antonio la Isla","15098","Texcalyacac"
"290","15073","San Antonio la Isla","15101","Tianguistenco"
"291","15074","San Felipe del Progreso","15005","Almoloya de Juárez"
"292","15074","San Felipe del Progreso","15042","Ixtlahuaca"
"293","15074","San Felipe del Progreso","15048","Jocotitlán"
"294","15074","San Felipe del Progreso","15064","El Oro"
"295","15074","San Felipe del Progreso","15114","Villa Victoria"
"296","15074","San Felipe del Progreso","15124","San José del Rincón"
"297","15076","San Mateo Atenco","15051","Lerma"
"298","15076","San Mateo Atenco","15054","Metepec"
"299","15076","San Mateo Atenco","15106","Toluca"
"300","15077","San Simón de Guerrero","15082","Tejupilco"
"301","15077","San Simón de Guerrero","15086","Temascaltepec"
"302","15077","San Simón de Guerrero","15097","Texcaltitlán"
"303","15078","Santo Tomás","15041","Ixtapan del Oro"
"304","15078","Santo Tomás","15066","Otzoloapan"
"305","15078","Santo Tomás","15110","Valle de Bravo"
"306","15078","Santo Tomás","16081","Susupuato"
"307","15079","Soyaniquilpan de Juárez","15045","Jilotepec"
"308","15079","Soyaniquilpan de Juárez","13063","Tepeji del Río de Ocampo"
"309","15079","Soyaniquilpan de Juárez","13076","Tula de Allende"
"310","15080","Sultepec","15004","Almoloya de Alquisiras"
"311","15080","Sultepec","15008","Amatepec"
"312","15080","Sultepec","15082","Tejupilco"
"313","15080","Sultepec","15097","Texcaltitlán"
"314","15080","Sultepec","15117","Zacualpan"
"315","15080","Sultepec","12058","Teloloapan"
"316","15080","Sultepec","12047","Pedro Ascencio Alquisiras"
"317","15082","Tejupilco","15008","Amatepec"
"318","15082","Tejupilco","15077","San Simón de Guerrero"
"319","15082","Tejupilco","15080","Sultepec"
"320","15082","Tejupilco","15086","Temascaltepec"
"321","15082","Tejupilco","15097","Texcaltitlán"
"322","15082","Tejupilco","15116","Zacazonapan"
"323","15082","Tejupilco","15123","Luvianos"
"324","15082","Tejupilco","12027","Cutzamala de Pinzón"
"325","15085","Temascalcingo","15001","Acambay de Ruíz Castañeda"
"326","15085","Temascalcingo","15014","Atlacomulco"
"327","15085","Temascalcingo","15048","Jocotitlán"
"328","15085","Temascalcingo","15064","El Oro"
"329","15085","Temascalcingo","16017","Contepec"
"330","15085","Temascalcingo","22001","Amealco de Bonfil"
"331","15086","Temascaltepec","15007","Amanalco"
"332","15086","Temascaltepec","15021","Coatepec Harinas"
"333","15086","Temascaltepec","15066","Otzoloapan"
"334","15086","Temascaltepec","15077","San Simón de Guerrero"
"335","15086","Temascaltepec","15082","Tejupilco"
"336","15086","Temascaltepec","15097","Texcaltitlán"
"337","15086","Temascaltepec","15110","Valle de Bravo"
"338","15086","Temascaltepec","15116","Zacazonapan"
"339","15086","Temascaltepec","15118","Zinacantepec"
"340","15087","Temoaya","15005","Almoloya de Juárez"
"341","15087","Temoaya","15038","Isidro Fabela"
"342","15087","Temoaya","15042","Ixtlahuaca"
"343","15087","Temoaya","15047","Jiquipilco"
"344","15087","Temoaya","15060","Nicolás Romero"
"345","15087","Temoaya","15067","Otzolotepec"
"346","15087","Temoaya","15106","Toluca"
"347","15088","Tenancingo","15049","Joquicingo"
"348","15088","Tenancingo","15052","Malinalco"
"349","15088","Tenancingo","15063","Ocuilan"
"350","15088","Tenancingo","15090","Tenango del Valle"
"351","15088","Tenancingo","15113","Villa Guerrero"
"352","15088","Tenancingo","15119","Zumpahuacán"
"353","15090","Tenango del Valle","15018","Calimaya"
"354","15090","Tenango del Valle","15021","Coatepec Harinas"
"355","15090","Tenango del Valle","15049","Joquicingo"
"356","15090","Tenango del Valle","15072","Rayón"
"357","15090","Tenango del Valle","15088","Tenancingo"
"358","15090","Tenango del Valle","15098","Texcalyacac"
"359","15090","Tenango del Valle","15106","Toluca"
"360","15090","Tenango del Valle","15113","Villa Guerrero"
"361","15090","Tenango del Valle","15118","Zinacantepec"
"362","15095","Tepotzotlán","15060","Nicolás Romero"
"363","15095","Tepotzotlán","15112","Villa del Carbón"
"364","15095","Tepotzotlán","13063","Tepeji del Río de Ocampo"
"365","15095","Tepotzotlán","15023","Coyotepec"
"366","15095","Tepotzotlán","15024","Cuautitlán"
"367","15095","Tepotzotlán","15035","Huehuetoca"
"368","15095","Tepotzotlán","15091","Teoloyucan"
"369","15095","Tepotzotlán","15121","Cuautitlán Izcalli"
"370","15097","Texcaltitlán","15004","Almoloya de Alquisiras"
"371","15097","Texcaltitlán","15021","Coatepec Harinas"
"372","15097","Texcaltitlán","15077","San Simón de Guerrero"
"373","15097","Texcaltitlán","15080","Sultepec"
"374","15097","Texcaltitlán","15082","Tejupilco"
"375","15097","Texcaltitlán","15086","Temascaltepec"
"376","15098","Texcalyacac","15006","Almoloya del Río"
"377","15098","Texcalyacac","15049","Joquicingo"
"378","15098","Texcalyacac","15072","Rayón"
"379","15098","Texcalyacac","15073","San Antonio la Isla"
"380","15098","Texcalyacac","15090","Tenango del Valle"
"381","15098","Texcalyacac","15101","Tianguistenco"
"382","15101","Tianguistenco","15006","Almoloya del Río"
"383","15101","Tianguistenco","15012","Atizapán"
"384","15101","Tianguistenco","15018","Calimaya"
"385","15101","Tianguistenco","15019","Capulhuac"
"386","15101","Tianguistenco","15027","Chapultepec"
"387","15101","Tianguistenco","15043","Xalatlaco"
"388","15101","Tianguistenco","15049","Joquicingo"
"389","15101","Tianguistenco","15051","Lerma"
"390","15101","Tianguistenco","15054","Metepec"
"391","15101","Tianguistenco","15062","Ocoyoacac"
"392","15101","Tianguistenco","15063","Ocuilan"
"393","15101","Tianguistenco","15073","San Antonio la Isla"
"394","15101","Tianguistenco","15098","Texcalyacac"
"395","15101","Tianguistenco","09012","Tlalpan"
"396","15102","Timilpan","15001","Acambay de Ruíz Castañeda"
"397","15102","Timilpan","15003","Aculco"
"398","15102","Timilpan","15014","Atlacomulco"
"399","15102","Timilpan","15026","Chapa de Mota"
"400","15102","Timilpan","15045","Jilotepec"
"401","15102","Timilpan","15056","Morelos"
"402","15105","Tlatlaya","15008","Amatepec"
"403","15105","Tlatlaya","12031","General Canuto A. Neri"
"404","15105","Tlatlaya","12058","Teloloapan"
"405","15105","Tlatlaya","12007","Arcelia"
"406","15105","Tlatlaya","12064","Tlalchapa"
"407","15106","Toluca","15005","Almoloya de Juárez"
"408","15106","Toluca","15018","Calimaya"
"409","15106","Toluca","15051","Lerma"
"410","15106","Toluca","15054","Metepec"
"411","15106","Toluca","15067","Otzolotepec"
"412","15106","Toluca","15076","San Mateo Atenco"
"413","15106","Toluca","15087","Temoaya"
"414","15106","Toluca","15090","Tenango del Valle"
"415","15106","Toluca","15118","Zinacantepec"
"416","15107","Tonatico","15040","Ixtapan de la Sal"
"417","15107","Tonatico","15119","Zumpahuacán"
"418","15107","Tonatico","12049","Pilcaya"
"419","15110","Valle de Bravo","15007","Amanalco"
"420","15110","Valle de Bravo","15032","Donato Guerra"
"421","15110","Valle de Bravo","15041","Ixtapan del Oro"
"422","15110","Valle de Bravo","15066","Otzoloapan"
"423","15110","Valle de Bravo","15078","Santo Tomás"
"424","15110","Valle de Bravo","15086","Temascaltepec"
"425","15110","Valle de Bravo","15116","Zacazonapan"
"426","15111","Villa de Allende","15007","Amanalco"
"427","15111","Villa de Allende","15032","Donato Guerra"
"428","15111","Villa de Allende","15114","Villa Victoria"
"429","15111","Villa de Allende","15124","San José del Rincón"
"430","15111","Villa de Allende","16112","Zitácuaro"
"431","15112","Villa del Carbón","15026","Chapa de Mota"
"432","15112","Villa del Carbón","15047","Jiquipilco"
"433","15112","Villa del Carbón","15056","Morelos"
"434","15112","Villa del Carbón","15060","Nicolás Romero"
"435","15112","Villa del Carbón","15095","Tepotzotlán"
"436","15112","Villa del Carbón","13063","Tepeji del Río de Ocampo"
"437","15113","Villa Guerrero","15021","Coatepec Harinas"
"438","15113","Villa Guerrero","15040","Ixtapan de la Sal"
"439","15113","Villa Guerrero","15088","Tenancingo"
"440","15113","Villa Guerrero","15090","Tenango del Valle"
"441","15113","Villa Guerrero","15119","Zumpahuacán"
"442","15114","Villa Victoria","15005","Almoloya de Juárez"
"443","15114","Villa Victoria","15007","Amanalco"
"444","15114","Villa Victoria","15074","San Felipe del Progreso"
"445","15114","Villa Victoria","15111","Villa de Allende"
"446","15114","Villa Victoria","15124","San José del Rincón"
"447","15115","Xonacatlán","15046","Jilotzingo"
"448","15115","Xonacatlán","15051","Lerma"
"449","15115","Xonacatlán","15067","Otzolotepec"
"450","15115","Xonacatlán","15057","Naucalpan de Juárez"
"451","15116","Zacazonapan","15066","Otzoloapan"
"452","15116","Zacazonapan","15082","Tejupilco"
"453","15116","Zacazonapan","15086","Temascaltepec"
"454","15116","Zacazonapan","15110","Valle de Bravo"
"455","15116","Zacazonapan","15123","Luvianos"
"456","15117","Zacualpan","15004","Almoloya de Alquisiras"
"457","15117","Zacualpan","15021","Coatepec Harinas"
"458","15117","Zacualpan","15040","Ixtapan de la Sal"
"459","15117","Zacualpan","15080","Sultepec"
"460","15117","Zacualpan","12047","Pedro Ascencio Alquisiras"
"461","15117","Zacualpan","12049","Pilcaya"
"462","15117","Zacualpan","12060","Tetipac"
"463","15118","Zinacantepec","15005","Almoloya de Juárez"
"464","15118","Zinacantepec","15007","Amanalco"
"465","15118","Zinacantepec","15021","Coatepec Harinas"
"466","15118","Zinacantepec","15086","Temascaltepec"
"467","15118","Zinacantepec","15090","Tenango del Valle"
"468","15118","Zinacantepec","15106","Toluca"
"469","15119","Zumpahuacán","15040","Ixtapan de la Sal"
"470","15119","Zumpahuacán","15052","Malinalco"
"471","15119","Zumpahuacán","15088","Tenancingo"
"472","15119","Zumpahuacán","15107","Tonatico"
"473","15119","Zumpahuacán","15113","Villa Guerrero"
"474","15119","Zumpahuacán","12049","Pilcaya"
"475","15119","Zumpahuacán","17005","Coatlán del Río"
"476","15123","Luvianos","15066","Otzoloapan"
"477","15123","Luvianos","15082","Tejupilco"
"478","15123","Luvianos","15116","Zacazonapan"
"479","15123","Luvianos","12027","Cutzamala de Pinzón"
"480","15123","Luvianos","16081","Susupuato"
"481","15123","Luvianos","16092","Tiquicheo de Nicolás Romero"
"482","15123","Luvianos","16099","Tuzantla"
"483","15124","San José del Rincón","15064","El Oro"
"484","15124","San José del Rincón","15074","San Felipe del Progreso"
"485","15124","San José del Rincón","15111","Villa de Allende"
"486","15124","San José del Rincón","15114","Villa Victoria"
"487","15124","San José del Rincón","16112","Zitácuaro"
"488","15124","San José del Rincón","16061","Ocampo"
"489","15124","San José del Rincón","16005","Angangueo"
"490","15124","San José del Rincón","16080","Senguio"
"491","15124","San José del Rincón","16093","Tlalpujahua"
"492","02005","Playas de Rosarito","02004","Tijuana"
"493","02005","Playas de Rosarito","02001","Ensenada"
"494","02004","Tijuana","02005","Playas de Rosarito"
"495","02004","Tijuana","02001","Ensenada"
"496","02004","Tijuana","02003","Tecate"
"497","02001","Ensenada","02005","Playas de Rosarito"
"498","02001","Ensenada","02004","Tijuana"
"499","02001","Ensenada","02002","Mexicali"
"500","02001","Ensenada","02003","Tecate"
"501","02001","Ensenada","03002","Mulegé"
"502","02002","Mexicali","02001","Ensenada"
"503","02002","Mexicali","02003","Tecate"
"504","02002","Mexicali","26055","San Luis Río Colorado"
"505","02003","Tecate","02004","Tijuana"
"506","02003","Tecate","02001","Ensenada"
"507","02003","Tecate","02002","Mexicali"
"508","03009","Loreto","03002","Mulegé"
"509","03009","Loreto","03001","Comondú"
"510","03002","Mulegé","02001","Ensenada"
"511","03002","Mulegé","03009","Loreto"
"512","03002","Mulegé","03001","Comondú"
"513","03001","Comondú","03009","Loreto"
"514","03001","Comondú","03002","Mulegé"
"515","03001","Comondú","03003","La Paz"
"516","03003","La Paz","03001","Comondú"
"517","03003","La Paz","03008","Los Cabos"
"518","03008","Los Cabos","03003","La Paz"
"519","04003","Carmen","04007","Palizada"
"520","04003","Carmen","04011","Candelaria"
"521","04003","Carmen","04009","Escárcega"
"522","04003","Carmen","04004","Champotón"
"523","04003","Carmen","27007","Emiliano Zapata"
"524","04003","Carmen","27011","Jonuta"
"525","04003","Carmen","27003","Centla"
"526","04003","Carmen","27001","Balancán"
"527","04007","Palizada","04003","Carmen"
"528","04007","Palizada","27007","Emiliano Zapata"
"529","04007","Palizada","27011","Jonuta"
"530","04001","Calkiní","04005","Hecelchakán"
"531","04001","Calkiní","04006","Hopelchén"
"532","04001","Calkiní","31066","Santa Elena"
"533","04001","Calkiní","31048","Maxcanú"
"534","04001","Calkiní","31033","Halachó"
"535","04001","Calkiní","31011","Celestún"
"536","04005","Hecelchakán","04001","Calkiní"
"537","04005","Hecelchakán","04008","Tenabo"
"538","04005","Hecelchakán","04006","Hopelchén"
"539","04002","Campeche","04008","Tenabo"
"540","04002","Campeche","04006","Hopelchén"
"541","04002","Campeche","04004","Champotón"
"542","04011","Candelaria","04003","Carmen"
"543","04011","Candelaria","04010","Calakmul"
"544","04011","Candelaria","04009","Escárcega"
